term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,npmi,log_or,weight,co_left,co_neutral,co_right
amid,global,158.00000,62.49416,2.52824,12.59825,0.00000,21.00000,0.17357,1.37548,1.33813,20,135,3
report,dnc,24.00000,3.24316,7.40020,12.59772,0.00000,16.00000,0.30983,3.09586,2.88756,11,8,5
school,canadian,20.00000,2.14971,9.30356,12.59506,0.00000,13.00000,0.28493,2.81040,3.21778,3,6,11
lindsey,legacy,29.00000,4.63948,6.25070,12.59265,0.00000,20.00000,0.31302,2.97990,2.64402,8,9,12
charlie kirk,killing,26.00000,3.46789,7.49735,12.58575,0.00000,11.00000,0.20781,1.99002,2.90638,1,22,3
clancy,children,44.00000,9.23491,4.76453,12.58473,0.00000,17.00000,0.27870,2.53113,2.25233,0,29,15
speech,victory,48.00000,9.81121,4.89236,12.58458,0.00000,19.00000,0.20150,1.81377,2.29053,20,21,7
president,putin,213.00000,97.20768,2.19118,12.58435,0.00000,12.00000,0.13655,1.04306,1.13171,18,194,1
lindsey,service,36.00000,6.15055,5.85314,12.58108,0.00000,18.00000,0.27462,2.54506,2.54921,9,23,4
primary,victory,33.00000,5.29842,6.22828,12.57914,0.00000,18.00000,0.24138,2.25421,2.63883,8,17,8
tim,scott,36.00000,6.30539,5.70940,12.57796,0.00000,23.00000,0.28097,2.60290,2.51334,15,10,11
big,bets,21.00000,2.35372,8.92204,12.57309,0.00000,10.00000,0.26102,2.64935,3.15737,3,16,2
putin,meeting,109.00000,36.97234,2.94815,12.57289,0.00000,17.00000,0.18669,1.53641,1.55981,19,86,4
house,panel,46.00000,9.18141,5.01012,12.56810,0.00000,17.00000,0.18126,1.67878,2.32485,11,29,6
pakistan,airstrikes,25.00000,3.16531,7.89811,12.56808,0.00000,6.00000,0.32909,3.22291,2.98151,0,22,3
visit,pope leo,28.00000,3.92483,7.13407,12.56746,0.00000,8.00000,0.26843,2.55779,2.83473,3,25,0
trade,pact,26.00000,3.46770,7.49777,12.56481,0.00000,6.00000,0.33430,3.30858,2.90646,3,23,0
visit,departs,36.00000,6.00578,5.99423,12.56312,0.00000,5.00000,0.38236,3.60764,2.58357,1,35,0
chief,mark,57.00000,12.91668,4.41290,12.56094,0.00000,12.00000,0.21046,1.85692,2.14173,11,44,2
drone,unleashes,52.00000,11.13373,4.67049,12.55999,0.00000,7.00000,0.30422,2.73160,2.22357,13,28,11
american,farmers,28.00000,4.24091,6.60236,12.55661,0.00000,20.00000,0.23851,2.30225,2.72298,10,7,11
navy,lincoln,29.00000,4.87879,5.94409,12.55586,0.00000,11.00000,0.35219,3.35593,2.57146,20,6,3
protest,minnesota,81.00000,23.72810,3.41367,12.55543,0.00000,30.00000,0.21132,1.79382,1.77133,22,37,22
disaster,flood,22.00000,2.55723,8.60305,12.55413,0.00000,11.00000,0.23354,2.27956,3.10485,3,17,2
court,verdict,33.00000,5.74322,5.74590,12.55109,0.00000,14.00000,0.25080,2.40771,2.52253,7,23,3
trump,jinping,197.00000,95.02263,2.07319,12.54938,0.00000,33.00000,0.08257,0.90365,1.05185,51,125,21
judge,order,49.00000,10.59078,4.62667,12.54138,0.00000,20.00000,0.25702,2.30616,2.20997,28,7,14
questions,keir starmer,27.00000,3.64571,7.40596,12.54010,0.00000,9.00000,0.23921,2.28754,2.88869,3,24,0
says,rubio,179.00000,75.93558,2.35726,12.53774,0.00000,29.00000,0.13045,1.04060,1.23711,23,140,16
india,impact,121.00000,50.20763,2.40999,12.53544,0.00000,6.00000,0.31142,2.62090,1.26903,0,120,1
candidate,gov,23.00000,2.73624,8.40569,12.53479,0.00000,11.00000,0.30142,2.92511,3.07137,16,4,3
amid,prices,122.00000,42.98662,2.83809,12.53475,0.00000,17.00000,0.17643,1.44383,1.50492,24,94,4
trade,canadian,37.00000,6.36608,5.81205,12.53370,0.00000,18.00000,0.28275,2.64459,2.53905,10,23,4
greenland,tariff,83.00000,26.09262,3.18098,12.52978,0.00000,22.00000,0.34921,2.99818,1.66947,28,52,3
vance,press briefing,40.00000,7.38019,5.41991,12.52353,0.00000,15.00000,0.25080,2.32789,2.43827,3,23,14
calls,removal,21.00000,2.32865,9.01809,12.52138,0.00000,10.00000,0.27984,2.83007,3.17282,18,3,0
fraud,ohio,27.00000,3.73475,7.22940,12.52128,0.00000,13.00000,0.27248,2.62373,2.85388,5,8,14
israeli,lebanese,32.00000,5.09781,6.27720,12.52021,0.00000,10.00000,0.36855,3.61425,2.65012,15,17,0
hearing,kristi,44.00000,8.80588,4.99666,12.51996,0.00000,22.00000,0.24827,2.26116,2.32096,23,15,6
resigns,joe kent,24.00000,3.39600,7.06715,12.51755,0.00000,19.00000,0.45304,4.41768,2.82113,6,7,11
world,humanoid,38.00000,7.44571,5.10361,12.51678,0.00000,10.00000,0.23978,2.42682,2.35152,2,34,2
rep,allegations,38.00000,6.64830,5.71575,12.51496,0.00000,14.00000,0.25741,2.38295,2.51494,12,23,3
jesse,obama,32.00000,5.20503,6.14790,12.51380,0.00000,17.00000,0.25763,2.41439,2.62009,7,19,6
congress,iii,24.00000,3.00493,7.98689,12.51319,0.00000,16.00000,0.26588,2.60801,2.99763,3,17,4
fight,redistricting,35.00000,6.04776,5.78727,12.51263,0.00000,17.00000,0.29268,2.74416,2.53288,16,7,12
surge,fuel,29.00000,4.12467,7.03087,12.51238,0.00000,9.00000,0.29796,2.82369,2.81370,10,17,2
markets,stock,27.00000,3.82467,7.05943,12.50906,0.00000,11.00000,0.38318,3.67918,2.81955,5,20,2
world,win,124.00000,45.78469,2.70833,12.50707,0.00000,25.00000,0.11976,0.98757,1.43740,18,97,9
act,voter,47.00000,9.93903,4.72883,12.50498,0.00000,20.00000,0.31884,2.88532,2.24148,7,9,31
claims,victory,49.00000,10.30676,4.75416,12.50321,0.00000,17.00000,0.21218,1.90525,2.24919,17,28,4
death,kyle,26.00000,3.72881,6.97274,12.50085,0.00000,12.00000,0.26596,2.57880,2.80173,1,10,15
modi,meloni,59.00000,14.91321,3.95622,12.49604,0.00000,5.00000,0.34773,3.17152,1.98412,1,58,0
react,experts,20.00000,2.24236,8.91916,12.49512,0.00000,10.00000,0.34582,3.41061,3.15691,14,5,1
eu,foreign,51.00000,10.90231,4.67791,12.49035,0.00000,8.00000,0.23743,2.11861,2.22586,1,49,1
iranian,centcom,37.00000,6.41358,5.76901,12.48752,0.00000,11.00000,0.31725,3.03586,2.52832,5,19,13
defense,tyler robinson,35.00000,7.15516,4.89158,12.48700,0.00000,17.00000,0.33902,3.16879,2.29030,1,5,29
amid,threat,146.00000,56.00594,2.60687,12.48565,0.00000,20.00000,0.17909,1.43416,1.38232,53,86,7
killing,renee,26.00000,4.29156,6.05840,12.48470,0.00000,13.00000,0.35708,3.44798,2.59894,16,9,1
day,mother,50.00000,10.61823,4.70888,12.48219,0.00000,27.00000,0.22134,2.00778,2.23539,8,21,21
files,todd,38.00000,7.17858,5.29352,12.48213,0.00000,18.00000,0.22524,2.08101,2.40423,22,12,4
nato,secretary,53.00000,11.74366,4.51307,12.48131,0.00000,20.00000,0.15286,1.36021,2.17411,5,36,12
dead,plane,37.00000,6.29639,5.87638,12.47783,0.00000,14.00000,0.23754,2.19934,2.55493,6,27,4
mike,abdul,29.00000,4.51070,6.42916,12.47571,0.00000,15.00000,0.30367,2.88548,2.68463,12,12,5
oil,middle east,126.00000,46.26112,2.72367,12.47276,0.00000,21.00000,0.24227,1.97437,1.44555,13,106,7
venezuela,energy,43.00000,8.55784,5.02463,12.46524,0.00000,19.00000,0.14711,1.33927,2.32902,2,31,10
amid,fuel,87.00000,26.03501,3.34165,12.46474,0.00000,14.00000,0.23464,2.02953,1.74056,16,71,0
iran,downed,129.00000,56.10404,2.29930,12.46343,0.00000,33.00000,0.21522,2.62730,1.20119,35,71,23
ice,year-old,71.00000,21.42775,3.31346,12.46133,0.00000,30.00000,0.21620,1.92430,1.72834,26,29,16
south,north korea,30.00000,4.48442,6.68983,12.46009,0.00000,12.00000,0.31929,3.04969,2.74197,3,26,1
people,injured,35.00000,5.71706,6.12202,12.45975,0.00000,10.00000,0.20877,1.95513,2.61401,8,23,4
trade,ties,61.00000,14.72369,4.14298,12.45551,0.00000,9.00000,0.25433,2.23571,2.05067,6,54,1
ii,returns,26.00000,3.72135,6.98671,12.45335,0.00000,15.00000,0.29644,2.84625,2.80461,2,20,4
conference,rutte,33.00000,5.23964,6.29814,12.45218,0.00000,6.00000,0.30086,2.86791,2.65493,2,30,1
charlie,alleged,34.00000,5.77646,5.88596,12.44811,0.00000,14.00000,0.22908,2.13327,2.55728,7,16,11
ai,musk,81.00000,24.57375,3.29620,12.44808,0.00000,35.00000,0.20506,1.75705,1.72080,22,49,10
spain,fans,46.00000,9.32759,4.93161,12.44624,0.00000,11.00000,0.30578,2.76530,2.30206,4,42,0
holds,secretary,87.00000,26.10727,3.33240,12.44598,0.00000,15.00000,0.24533,2.07249,1.73656,13,53,21
funding,block,21.00000,2.32686,9.02505,12.44547,0.00000,13.00000,0.27742,2.71948,3.17393,8,8,5
eu,energy,63.00000,15.86522,3.97095,12.44345,0.00000,8.00000,0.27079,2.36620,1.98948,7,55,1
red,flag,21.00000,2.32730,9.02333,12.44247,0.00000,16.00000,0.27526,2.71394,3.17366,7,3,11
press conference,rutte,24.00000,2.96994,8.08098,12.43612,0.00000,5.00000,0.31264,3.04887,3.01453,0,23,1
nato,arctic,47.00000,10.16067,4.62568,12.42708,0.00000,12.00000,0.35871,3.39118,2.20967,11,32,4
trade,farmers,31.00000,4.83389,6.41306,12.42686,0.00000,11.00000,0.27859,2.65776,2.68101,3,25,3
police,toronto,29.00000,4.41857,6.56321,12.42348,0.00000,6.00000,0.34356,3.37788,2.71440,0,5,24
china,counter,29.00000,4.22593,6.86240,12.42042,0.00000,10.00000,0.27460,2.74581,2.77871,3,25,1
hearing,patel,47.00000,9.64754,4.87171,12.41918,0.00000,24.00000,0.24516,2.21550,2.28443,20,20,7
files,todd blanche,36.00000,6.63944,5.42214,12.41736,0.00000,17.00000,0.22756,2.11574,2.43886,21,12,3
noem,fires,39.00000,7.50229,5.19841,12.41685,0.00000,26.00000,0.26223,2.40787,2.37807,22,15,2
fans,react,24.00000,3.04513,7.88142,12.41541,0.00000,10.00000,0.27865,2.69206,2.97846,4,19,1
nepal,devastating,31.00000,5.14680,6.02316,12.41524,0.00000,9.00000,0.34257,3.23359,2.59052,2,23,6
ruling,rights,30.00000,4.57533,6.55691,12.41258,0.00000,19.00000,0.30683,2.89851,2.71302,11,13,6
charlie,utah,20.00000,2.63655,7.58567,12.41126,0.00000,11.00000,0.35979,3.61979,2.92328,3,11,6
mamdani,sworn,24.00000,4.28758,5.59756,12.40944,0.00000,18.00000,0.34037,3.38575,2.48480,4,12,8
hearing,anthony,27.00000,3.88279,6.95375,12.40819,0.00000,14.00000,0.20069,1.92310,2.79779,7,13,7
outbreak,cases,23.00000,2.80655,8.19512,12.40556,0.00000,11.00000,0.37772,3.68081,3.03477,8,15,0
killed,tragedy,20.00000,2.12902,9.39401,12.40507,0.00000,8.00000,0.24506,2.45024,3.23174,4,13,3
supreme,virginia,46.00000,9.69148,4.74644,12.40443,0.00000,25.00000,0.26343,2.40309,2.24684,9,12,25
police,berlin,27.00000,3.70403,7.28936,12.40439,0.00000,12.00000,0.29216,2.84720,2.86579,4,20,3
court,appeal,47.00000,10.62268,4.42450,12.40296,0.00000,20.00000,0.33531,3.18945,2.14551,12,13,22
ceo,google,21.00000,2.39773,8.75829,12.40084,0.00000,6.00000,0.34289,3.39396,3.13065,1,20,0
power,limits,22.00000,2.88473,7.62637,12.40056,0.00000,15.00000,0.31212,3.13376,2.93100,16,5,1
campaign,maine,20.00000,2.17418,9.19886,12.40037,0.00000,12.00000,0.29338,2.88979,3.20146,4,14,2
meets,pope,25.00000,3.24063,7.71454,12.39937,0.00000,13.00000,0.22062,2.12205,2.94758,2,20,3
minnesota,keith,22.00000,2.64288,8.32426,12.39787,0.00000,15.00000,0.35480,3.59816,3.05732,14,3,5
going,you're,35.00000,5.92987,5.90232,12.39749,0.00000,12.00000,0.30689,2.87778,2.56128,4,4,27
amid,fragile,33.00000,5.29598,6.23114,12.39614,0.00000,13.00000,0.25891,2.56038,2.63950,11,18,4
sparks,post,22.00000,2.53586,8.67556,12.39548,0.00000,7.00000,0.21449,2.09006,3.11696,5,14,3
ai,alarm,38.00000,7.12314,5.33473,12.39463,0.00000,21.00000,0.17885,1.67021,2.41541,13,16,9
supreme court,cases,32.00000,5.29823,6.03975,12.39155,0.00000,14.00000,0.29279,2.78125,2.59449,8,17,7
update,mcconnell,24.00000,3.32672,7.21430,12.39140,0.00000,15.00000,0.26134,2.53581,2.85086,20,2,2
netanyahu,israelis,24.00000,3.10816,7.72160,12.39034,0.00000,8.00000,0.31937,3.14763,2.94890,15,9,0
isn't,anymore,23.00000,2.96434,7.42154,12.38971,0.00000,20.00000,0.43493,4.27181,2.89172,10,3,9
strikes,straight,25.00000,3.28009,7.62175,12.38921,0.00000,13.00000,0.21059,2.10059,2.93012,4,14,7
oil,middle,129.00000,48.15058,2.67910,12.38787,0.00000,21.00000,0.23391,1.89847,1.42175,13,107,9
massive,protests,77.00000,21.67401,3.55264,12.38663,0.00000,20.00000,0.19525,1.66708,1.82889,38,34,5
dr,rand paul,24.00000,3.09377,7.75752,12.38458,0.00000,14.00000,0.35782,3.51331,2.95560,4,14,6
millions,funeral,21.00000,2.39522,8.76745,12.38392,0.00000,11.00000,0.30787,3.01562,3.13216,4,14,3
shooting,bodycam,24.00000,3.10589,7.72727,12.38218,0.00000,15.00000,0.27213,2.71222,2.94996,3,12,9
emergency,outbreak,21.00000,2.36369,8.88442,12.38017,0.00000,12.00000,0.24961,2.44504,3.15128,8,13,0
sea,vessel,20.00000,2.33722,8.55718,12.37596,0.00000,7.00000,0.36781,3.64574,3.09713,13,7,0
missile,production,20.00000,2.15766,9.26928,12.37400,0.00000,7.00000,0.30432,3.05788,3.21246,3,14,3
visit,leo,28.00000,4.01399,6.97560,12.37390,0.00000,8.00000,0.26231,2.49831,2.80232,3,25,0
save,passes,21.00000,2.46250,8.52792,12.37389,0.00000,14.00000,0.29609,2.91490,3.09219,0,5,16
save,voter,45.00000,9.43505,4.76945,12.37224,0.00000,20.00000,0.32692,2.97064,2.25382,7,9,29
fraud,vp vance,22.00000,2.67172,8.23440,12.37157,0.00000,7.00000,0.32272,3.21564,3.04166,0,7,15
times,ny,22.00000,3.04810,7.21762,12.37097,0.00000,17.00000,0.20357,2.00145,2.85152,9,5,8
prime minister,resigns,20.00000,2.20456,9.07209,12.37002,0.00000,14.00000,0.32480,3.20202,3.18143,6,11,3
exposed,lies,68.00000,18.35327,3.70506,12.36963,0.00000,31.00000,0.27941,2.43197,1.88950,50,3,15
base,damage,24.00000,3.04155,7.89072,12.36855,0.00000,5.00000,0.31476,3.04935,2.98016,18,6,0
shooting,officer,68.00000,18.59710,3.65648,12.36768,0.00000,25.00000,0.28462,2.50815,1.87046,11,48,9
india,visit,183.00000,80.99618,2.25937,12.36319,0.00000,7.00000,0.29829,2.36377,1.17592,1,182,0
murder,husband,26.00000,3.60999,7.20224,12.35878,0.00000,11.00000,0.29547,2.85627,2.84845,1,20,5
senate,james talarico,30.00000,4.54700,6.59776,12.35686,0.00000,14.00000,0.28946,2.81176,2.72198,6,18,6
mayor,seattle,25.00000,3.55935,7.02376,12.35525,0.00000,12.00000,0.40120,3.95328,2.81224,0,2,23
event,turning,22.00000,2.73213,8.05234,12.35231,0.00000,10.00000,0.26048,2.54338,3.00941,3,16,3
city,knicks,24.00000,3.19580,7.50986,12.35018,0.00000,12.00000,0.32413,3.15025,2.90879,4,14,6
oil,east,131.00000,49.34052,2.65502,12.34977,0.00000,22.00000,0.23108,1.87132,1.40872,14,109,8
chief,eu,81.00000,23.49570,3.44744,12.34887,0.00000,9.00000,0.24397,2.07472,1.78553,12,68,1
rep,town,20.00000,2.18978,9.13333,12.34632,0.00000,15.00000,0.23659,2.34925,3.19114,8,11,1
school,board,22.00000,2.58788,8.50117,12.34629,0.00000,12.00000,0.26093,2.54413,3.08766,3,3,16
shot,year-old,23.00000,2.77847,8.27794,12.34597,0.00000,12.00000,0.28300,2.74668,3.04927,5,15,3
graham,legacy,35.00000,6.52572,5.36339,12.34405,0.00000,22.00000,0.29814,2.79441,2.42315,9,9,17
trial,evidence,45.00000,9.50177,4.73596,12.34378,0.00000,23.00000,0.27098,2.45927,2.24366,3,21,21
pm,parliament,123.00000,45.72028,2.69027,12.34095,0.00000,8.00000,0.31570,2.65070,1.42775,4,118,1
visit,official,30.00000,4.44810,6.74446,12.33942,0.00000,7.00000,0.20138,1.89958,2.75370,1,28,1
shooting,mall,21.00000,2.41225,8.70556,12.33791,0.00000,12.00000,0.27558,2.79446,3.12194,1,15,5
iran,continue,207.00000,100.79619,2.05365,12.33737,0.00000,33.00000,0.12023,1.09863,1.03819,42,128,37
shooting,bar,22.00000,2.65121,8.29811,12.33645,0.00000,12.00000,0.22870,2.27606,3.05278,0,17,5
maga,star,46.00000,10.08566,4.56093,12.33626,0.00000,13.00000,0.21255,1.94575,2.18933,43,0,3
protests,grow,25.00000,3.32156,7.52658,12.33615,0.00000,14.00000,0.28141,2.73433,2.91199,13,8,4
doj,fraud,85.00000,25.88312,3.28399,12.33470,0.00000,30.00000,0.21638,1.82823,1.71545,16,10,59
starmer,andy burnham,62.00000,17.26511,3.59106,12.33389,0.00000,19.00000,0.42344,3.81512,1.84441,16,44,2
dems,funding,50.00000,10.81767,4.62207,12.33373,0.00000,14.00000,0.25473,2.28249,2.20854,9,14,27
government,federal,51.00000,11.20857,4.55009,12.33348,0.00000,22.00000,0.23162,2.06632,2.18590,10,19,22
killed,crashes,31.00000,4.69963,6.59626,12.33178,0.00000,10.00000,0.18623,1.75922,2.72165,3,28,0
health,hantavirus,28.00000,4.09619,6.83563,12.33162,0.00000,15.00000,0.29242,2.79077,2.77307,8,19,1
epstein,questions,91.00000,28.95715,3.14257,12.33042,0.00000,35.00000,0.14966,1.26367,1.65195,38,42,11
strikes,us-israel,77.00000,22.50580,3.42134,12.32956,0.00000,12.00000,0.32311,2.93708,1.77456,9,60,8
democrats,shutdown,56.00000,13.26026,4.22315,12.32895,0.00000,20.00000,0.22841,2.03100,2.07832,8,28,20
pm,ties,124.00000,46.32969,2.67647,12.32884,0.00000,10.00000,0.27733,2.29634,1.42033,4,118,2
ai,bernie sanders,27.00000,3.91204,6.90177,12.32876,0.00000,19.00000,0.25056,2.48070,2.78697,16,7,4
deadly,earthquake,51.00000,11.31110,4.50885,12.32822,0.00000,12.00000,0.28888,2.59588,2.17276,3,38,10
ankara,erdogan,24.00000,3.27857,7.32026,12.32734,0.00000,5.00000,0.60345,5.99812,2.87189,4,20,0
hormuz,seizes,37.00000,6.70910,5.51489,12.32707,0.00000,14.00000,0.24089,2.31691,2.46333,2,31,4
issues,statement,25.00000,3.19881,7.81541,12.32415,0.00000,12.00000,0.26145,2.51988,2.96632,3,18,4
dead,thailand,21.00000,2.34563,8.95280,12.32225,0.00000,8.00000,0.28037,2.78331,3.16234,2,17,2
big,wins,47.00000,9.79678,4.79750,12.31956,0.00000,25.00000,0.17483,1.58465,2.26228,18,19,10
ai,bernie,33.00000,5.70884,5.78051,12.31941,0.00000,23.00000,0.24032,2.31404,2.53120,20,8,5
dhs,sen,69.00000,18.28525,3.77353,12.31873,0.00000,16.00000,0.28172,2.43933,1.91592,23,33,13
crisis,uss,41.00000,7.86630,5.21211,12.31870,0.00000,9.00000,0.26522,2.46319,2.38187,29,12,0
support,poll,23.00000,2.79188,8.23819,12.31563,0.00000,15.00000,0.26736,2.59734,3.04233,9,5,9
supreme,cases,33.00000,5.61328,5.87892,12.31420,0.00000,15.00000,0.26977,2.56193,2.55555,8,18,7
team,gold,29.00000,4.37120,6.63434,12.31209,0.00000,14.00000,0.28151,2.66880,2.72995,3,16,10
epstein files,ro,22.00000,2.46905,8.50529,12.31064,0.00000,13.00000,0.31108,3.06685,3.08836,11,10,0
epstein files,ro khanna,22.00000,2.46905,8.50529,12.31064,0.00000,13.00000,0.31385,3.09579,3.08836,11,10,0
saudi arabia,turkey,21.00000,2.39426,8.77096,12.30725,0.00000,11.00000,0.33682,3.30212,3.13273,6,14,1
agents,shot,36.00000,6.20557,5.80124,12.30424,0.00000,17.00000,0.27975,2.59155,2.53636,7,25,4
federal,prosecutors,31.00000,5.35006,5.79433,12.30295,0.00000,17.00000,0.38505,3.71028,2.53464,16,13,2
police,use,34.00000,5.53809,6.13930,12.30286,0.00000,13.00000,0.20873,1.95342,2.61807,5,27,2
white house,gunman,34.00000,5.87921,5.78309,12.30114,0.00000,15.00000,0.29285,2.84240,2.53184,5,23,6
governor,swalwell,28.00000,4.25509,6.58035,12.29941,0.00000,16.00000,0.33375,3.18397,2.71816,5,18,5
search,continue,25.00000,3.22506,7.75178,12.29905,0.00000,14.00000,0.26884,2.58518,2.95453,4,19,2
military,assets,28.00000,4.00624,6.98910,12.29460,0.00000,13.00000,0.27256,2.69755,2.80511,8,11,9
court,order,76.00000,21.97166,3.45900,12.29417,0.00000,33.00000,0.21982,1.89584,1.79036,26,39,11
court,athletes,29.00000,4.37412,6.62990,12.29268,0.00000,17.00000,0.27597,2.71466,2.72899,2,18,9
death,mangione,27.00000,3.79017,7.12370,12.28984,0.00000,12.00000,0.26690,2.57715,2.83263,2,19,6
anthony,covid,22.00000,2.73355,8.04815,12.28978,0.00000,14.00000,0.33185,3.23808,3.00866,5,14,3
dr,rand,25.00000,3.38236,7.39128,12.28901,0.00000,15.00000,0.35993,3.51914,2.88582,4,14,7
trump,he'll,93.00000,35.28280,2.63585,12.28899,0.00000,27.00000,0.12909,1.88726,1.39827,29,54,10
white,gunman,35.00000,6.17999,5.66344,12.28663,0.00000,16.00000,0.27427,2.66865,2.50168,5,23,7
thousands,wildfires,32.00000,5.15553,6.20693,12.28557,0.00000,12.00000,0.33909,3.19372,2.63388,9,21,2
canada,wildfire,29.00000,4.34416,6.67562,12.28444,0.00000,17.00000,0.26072,2.48573,2.73890,7,18,4
trump,options,125.00000,52.81380,2.36681,12.28144,0.00000,30.00000,0.11761,1.54063,1.24294,43,65,17
air,drones,57.00000,13.23509,4.30673,12.28113,0.00000,12.00000,0.24583,2.17207,2.10659,12,43,2
meets,marco rubio,31.00000,4.74566,6.53229,12.27677,0.00000,6.00000,0.26622,2.50663,2.70759,2,29,0
media,briefing,65.00000,16.37729,3.96891,12.27184,0.00000,8.00000,0.19570,1.70218,1.98874,2,61,2
state,washington,58.00000,13.40348,4.25263,12.26980,0.00000,24.00000,0.19446,1.71787,2.08835,6,37,14
thousands,ceuta,25.00000,3.32712,7.51400,12.26464,0.00000,9.00000,0.36811,3.57733,2.90958,3,17,5
deal,nears,35.00000,6.00228,5.83112,12.26098,0.00000,16.00000,0.24651,2.38916,2.54377,8,20,7
amid,tsa,50.00000,11.15721,4.48141,12.26076,0.00000,18.00000,0.22221,2.05322,2.16395,3,40,7
military,sites,48.00000,10.11406,4.74587,12.25587,0.00000,13.00000,0.26312,2.42816,2.24667,16,22,10
donald,melania,39.00000,7.70694,5.06037,12.25345,0.00000,13.00000,0.20151,1.85313,2.33924,16,22,1
military,iranian,165.00000,68.35502,2.41387,12.25047,0.00000,25.00000,0.19435,1.52669,1.27135,51,58,56
man,agents,48.00000,10.32602,4.64845,12.24755,0.00000,15.00000,0.23645,2.12620,2.21675,5,34,9
oil,rise,74.00000,20.57903,3.59589,12.24669,0.00000,16.00000,0.22631,1.96177,1.84635,11,61,2
jury,clancy trial,53.00000,12.67765,4.18059,12.24429,0.00000,18.00000,0.51020,4.63992,2.06371,3,29,21
mayor,angeles,20.00000,2.32898,8.58744,12.24245,0.00000,13.00000,0.33465,3.32870,3.10223,1,10,9
mayor,los angeles,20.00000,2.32898,8.58744,12.24245,0.00000,13.00000,0.33669,3.35028,3.10223,1,10,9
charlie,legacy,31.00000,5.30139,5.84752,12.24120,0.00000,18.00000,0.30699,2.90588,2.54783,0,3,28
senate,flip,27.00000,3.83668,7.03733,12.24089,0.00000,12.00000,0.28913,2.84435,2.81503,19,6,2
ice,immigration,122.00000,46.17702,2.64201,12.23965,0.00000,36.00000,0.21677,1.79983,1.40163,41,60,21
crisis,migration,24.00000,3.10526,7.72883,12.23872,0.00000,11.00000,0.31988,3.22927,2.95025,3,14,7
arabia,turkey,21.00000,2.41587,8.69254,12.23834,0.00000,11.00000,0.33600,3.29403,3.11978,6,14,1
iran,ali,144.00000,65.28686,2.20565,12.23638,0.00000,29.00000,0.16049,1.64874,1.14120,45,88,11
white house,roll,22.00000,2.71524,8.10242,12.23494,0.00000,17.00000,0.26944,2.73296,3.01835,0,15,7
meets,marco,31.00000,4.77093,6.49769,12.23253,0.00000,6.00000,0.26286,2.47447,2.69993,2,29,0
chaos,mexico,31.00000,4.86225,6.37565,12.22816,0.00000,20.00000,0.23608,2.22145,2.67257,6,9,16
secret,armed,21.00000,2.39889,8.75405,12.22301,0.00000,12.00000,0.22871,2.25774,3.12995,4,15,2
hearing,senators,31.00000,4.83113,6.41672,12.22117,0.00000,12.00000,0.28200,2.68737,2.68184,18,10,3
world,largest,59.00000,15.90919,3.70855,12.21965,0.00000,28.00000,0.21942,2.06337,1.89085,10,39,10
primary,ken paxton,24.00000,3.11191,7.71230,12.21882,0.00000,13.00000,0.35546,3.47344,2.94716,4,14,6
delivers,opening,32.00000,5.28000,6.06061,12.21878,0.00000,8.00000,0.28604,2.68516,2.59946,2,9,21
summit,hosts,55.00000,13.41064,4.10122,12.21533,0.00000,12.00000,0.27476,2.45062,2.03605,7,44,4
